-85.3708254512707,42.410416225001,32.72,wheat,21.55,2010
-85.3716968342416,42.4094375282537,51.21,wheat,13.13,2010
-85.3708254512707,42.4104252274201,31.3,wheat,21.55,2010
-85.3701156388786,42.4146966541956,46.85,wheat,13.8,2010
-85.3708254512707,42.4104333295973,31.3,wheat,21.55,2010
-85.3688528151017,42.4112997920699,51.66,wheat,11.57,2010
-85.3708254512707,42.4104414317745,34.14,wheat,21.55,2010
-85.3695118551249,42.4127584497878,62.41,wheat,11.86,2010
-85.3708254512707,42.4104495339517,24.18,wheat,21.55,2010
-85.3692956099354,42.4124622703047,42.9,wheat,11.63,2010
-85.3708254512707,42.4104585363708,30.73,wheat,21.55,2010
-85.3702636190568,42.4126877297356,63.18,wheat,12.05,2010
-85.3708254512707,42.410466638548,29.26,wheat,21.55,2010
-85.3701615707586,42.4129298947232,53.77,wheat,12.15,2010
-85.3708254512707,42.410477441451,28.45,wheat,21.55,2010
-85.3701554964552,42.4123240321335,64.86,wheat,11.95,2010
-85.3708254512707,42.4104855436282,31.3,wheat,21.55,2010
-85.3701032574454,42.4124014529102,57.52,wheat,12.05,2010
-85.3708254512707,42.4104945460473,30.73,wheat,21.55,2010
-85.3701056871668,42.4127048343258,63.47,wheat,11.75,2010
-85.3708254512707,42.4105026482245,32.19,wheat,21.55,2010
-85.3699975645652,42.4128128633165,65.93,wheat,11.55,2010
-85.3708218068071,42.4105107504017,34.14,wheat,21.55,2010
-85.369835988093,42.412787656552,46.66,wheat,11.85,2010
-85.3708218068071,42.4105188525789,34.14,wheat,21.55,2010
-85.3698918716849,42.4128515737049,68.9,wheat,11.65,2010
-85.3708218068071,42.410527854998,38.41,wheat,21.55,2010
-85.3699999942865,42.4127624497875,66.49,wheat,11.55,2010
-85.3708218068071,42.410538657901,35.12,wheat,21.55,2010
-85.3707880520611,42.4125352377011,48.84,wheat,11.98,2010
-85.3708218068071,42.4105467600782,39.51,wheat,21.55,2010
-85.3706276904918,42.4131167937695,63.03,wheat,11.81,2010
-85.3708218068071,42.4105557624973,36.58,wheat,21.55,2010
-85.3701032574454,42.4124239589499,69.64,wheat,12.05,2010
-85.3713429619562,42.4102808010351,42.12,wheat,17.25,2010
-85.3701032574454,42.4125184843168,61.72,wheat,11.75,2010
-85.3765956270674,42.4073382860108,47.7,wheat,12.42,2010
-85.3707844074799,42.4123128780279,34.14,wheat,11.98,2010
-85.3686091409677,42.4144670699675,47.98,wheat,13.16,2010
-85.3701032574454,42.4125436910813,62.91,wheat,11.75,2010
-85.3683843844448,42.4145030796182,43.28,wheat,13.02,2010
-85.3701032574454,42.4124491657144,56.93,wheat,12.05,2010
-85.3690735168798,42.4142845156822,42.31,wheat,-21474836.48,2010
-85.3701032574454,42.4124959782771,62.28,wheat,11.75,2010
-85.3691233278007,42.4150389178616,55.75,wheat,14.52,2010
-85.3701032574454,42.4124716717542,64.8,wheat,12.05,2010
-85.3687139063289,42.4146194054325,47.85,wheat,15.15,2010
-85.3701554964552,42.4123015260938,54.86,wheat,11.95,2010
-85.3687600725483,42.4143880434276,47.42,wheat,14.3,2010
-85.370100827724,42.4122880224699,55.45,wheat,12.05,2010
-85.3687637172498,42.4145653909566,40.96,wheat,14.3,2010
-85.370100827724,42.4123546403475,61.19,wheat,12.05,2010
-85.3687661470508,42.4146572155656,36.96,wheat,14.3,2010
-85.3706252607711,42.412617159686,44.38,wheat,11.81,2010
-85.3687661470508,42.4146797215972,30.63,wheat,14.3,2010
-85.370100827724,42.412379847112,59.97,wheat,12.05,2010
-85.3681891020077,42.4125471606472,52.98,wheat,15.58,2010
-85.370100827724,42.4123105285096,51.76,wheat,12.05,2010
-85.3687661470508,42.4146905244924,38.13,wheat,14.3,2010
-85.3707880520611,42.4124740212728,42.61,wheat,11.98,2010
-85.3687661470508,42.414665317737,37.75,wheat,14.3,2010
-85.370100827724,42.4123321343078,60.06,wheat,12.05,2010
-85.3681891020077,42.4125336570234,52.98,wheat,15.58,2010
-85.3701554964552,42.4122853217452,45.17,wheat,11.95,2010
-85.3681891020077,42.4125192531579,49.17,wheat,15.58,2010
-85.3700947534206,42.4122493120816,64.85,wheat,12.05,2010
-85.3687637172498,42.4145770940931,38.54,wheat,14.3,2010
-85.3705523691487,42.4122192529023,29.31,wheat,11.71,2010
-85.3687637172498,42.414621205915,33.69,wheat,14.3,2010
-85.3700971831419,42.412268217155,59.75,wheat,12.05,2010
-85.3687661470508,42.4146437119466,34.64,wheat,14.3,2010
-85.3700947534206,42.4122241053171,39.99,wheat,12.05,2010
-85.3687637172498,42.4146320088102,36.11,wheat,14.3,2010
-85.3705754514958,42.4130141662281,48.09,wheat,11.71,2010
-85.3687637172498,42.4145878969882,36.96,wheat,14.3,2010
-85.3700947534206,42.4122322074914,76.58,wheat,12.05,2010
-85.3687637172498,42.4146104030198,39.75,wheat,14.3,2010
